PCode,LAT,LONG,NAME,DISTRICT,COUNTRY
CG010600067,-4.39055900000,13.81138500000,Mfouati,Bouenza,Congo
CG010600068,-4.36888900000,13.87666700000,Mbanza,Bouenza,Congo
CG010600069,-4.34388800000,13.95138600000,Kimponzi,Bouenza,Congo
CG010600070,-4.39305600000,13.75638600000,Kimbenza-Panzou,Bouenza,Congo
CG010600071,-4.34777400000,13.88611500000,Moukanda,Bouenza,Congo
CG010600072,-4.34944700000,13.87361400000,Mpanga,Bouenza,Congo
CG010600073,-4.35277700000,13.86249900000,Bizoua,Bouenza,Congo
CG010600074,-4.34527700000,13.88556000000,Kikanga,Bouenza,Congo
CG010600075,-4.35639000000,13.84722000000,Mayanga,Bouenza,Congo
CG010600076,-4.37194700000,13.77861500000,Hapilo,Bouenza,Congo
CG010600077,-4.38806000000,13.72722600000,Kinanga,Bouenza,Congo
CG010600078,-4.38444000000,13.73694600000,Kinsimba,Bouenza,Congo
CG010600079,-4.36555800000,13.78249900000,Kindala,Bouenza,Congo
CG010600080,-4.35055700000,13.81306000000,Kinkoumba-Nkamba,Bouenza,Congo
CG010600081,-4.34805500000,13.79833200000,Kingouala-Mbouese,Bouenza,Congo
CG010600082,-4.36583300000,13.73527400000,Kinkoumba,Bouenza,Congo
CG010600083,-4.31444800000,13.88944300000,Ngoloubondo,Bouenza,Congo
CG010600084,-4.30722000000,13.90778100000,Mamouanda,Bouenza,Congo
CG010600085,-4.30805900000,13.87555800000,Moukanda,Bouenza,Congo
CG010600086,-4.30750000000,13.85250200000,Nzombo,Bouenza,Congo
CG010600087,-4.32638600000,13.77694000000,Moukambou,Bouenza,Congo
CG010600088,-4.29611000000,13.85083400000,Loutete,Bouenza,Congo
CG010600089,-4.33444400000,13.72222600000,Kimbenza-Mouniere,Bouenza,Congo
CG010600090,-4.30555700000,13.78888400000,Bibondo,Bouenza,Congo
CG010600091,-4.32388500000,13.73028100000,Kamba-Ntete,Bouenza,Congo
CG010600092,-4.28388900000,13.85611400000,Kinsaba,Bouenza,Congo
CG010600093,-4.28388900000,13.85611400000,Kinzaba,Bouenza,Congo
CG010600094,-4.30028100000,13.78166700000,Ngouedi,Bouenza,Congo
CG010600095,-4.30028100000,13.78166700000,Ngoueri,Bouenza,Congo
CG010700001,-4.03777400000,14.05249900000,Kinnzoumba,Bouenza,Congo
CG010700002,-4.05333000000,13.94110900000,Mitoto,Bouenza,Congo
CG010700003,-4.04889000000,13.95583300000,Bousoumouna,Bouenza,Congo
CG010700004,-4.02249800000,14.01610800000,Kinntouari,Bouenza,Congo
CG010700005,-4.02249800000,14.01610800000,Kintouari,Bouenza,Congo
CG010700006,-4.02528100000,14.00638600000,Pandi Mamba,Bouenza,Congo
CG010700007,-4.03499700000,13.93555700000,Mayalama,Bouenza,Congo
CG010700008,-4.00806000000,14.02222300000,Makala,Bouenza,Congo
CG010700009,-4.01139300000,13.98138900000,Kimpongi,Bouenza,Congo
CG010700010,-4.02305800000,13.93667100000,Nzaou,Bouenza,Congo
CG010700011,-4.00639000000,13.98110700000,Pandi I,Bouenza,Congo
CG010700012,-4.00639000000,13.98110700000,Pandil,Bouenza,Congo
CG010700013,-3.99167100000,14.01666700000,Tsoumbou,Bouenza,Congo
CG010700014,-4.00166300000,13.97694300000,Hikolo,Bouenza,Congo
CG010700015,-4.00667000000,13.95222100000,Mousanda,Bouenza,Congo
CG010700016,-3.98166500000,14.03000100000,Kimbimi,Bouenza,Congo
CG010700017,-4.01277500000,13.90361100000,Tsangou,Bouenza,Congo
CG010700018,-3.96833600000,14.04916500000,Mangandza,Bouenza,Congo
CG010700019,-3.96833600000,14.04916500000,Mangantza,Bouenza,Congo
CG010700020,-4.01888600000,13.86166600000,Pangala,Bouenza,Congo
